fips,dem_share_pct,gop_share_pct
26111,41.61,56.82
26113,21.25,77.22
26115,35.72,62.85
26117,29.76,68.74
26119,26.63,71.96
26121,48.37,50.16
26123,27.85,70.66
26125,54.35,43.76
26127,34.2,64.2
26129,28.35,70.36
26131,34.18,64.54
26133,25.23,73.11
26135,27.23,71.57
26137,31.63,66.95
26139,39.04,59.49
26141,34.74,63.71
26143,32.93,65.87
26145,47.68,50.96
26147,31.96,66.6
26149,32.25,66.21
26151,25.52,73.18
26153,33.31,65.26
26155,37.69,60.76
26157,27.87,70.86
26159,41.73,56.87
26161,71.01,26.59
26163,62.7,33.73
26165,31.96,66.58
27001,33.82,64.7
27003,46.58,51.02
27005,32.67,65.81
27007,46.33,51.99
27009,31.12,67.04
27011,34.23,63.78
27013,48.33,49.55
27015,31.5,66.72
27017,47.74,50.3
27019,46.32,51.72
27021,32.62,66.05
27023,32.16,66.27
27025,33.5,64.92
27027,49.25,48.77
27029,24.33,74.4
27031,66.36,31.37
27033,28.58,69.69
27035,33.58,64.96
27037,55.4,42.54
27039,33.0,65.03
27041,31.73,66.85
27043,30.39,67.8
27045,36.41,61.92
27047,38.68,60.01
27049,40.81,57.26
27051,33.62,64.17
27053,70.15,27.53
27055,40.96,57.46
27057,33.43,64.92
27059,28.59,69.79
27061,39.11,59.28
27063,28.11,70.2
27065,28.07,70.42
27067,33.66,64.68
27069,36.51,61.52
27071,36.38,62.04
27073,32.94,65.18
27075,51.0,47.12
27077,25.75,72.89
27079,32.35,66.03
27081,30.13,67.89
27083,33.09,64.88
27085,30.16,68.12
27087,44.81,53.54
27089,23.43,75.12
27091,29.46,69.13
27093,27.86,70.67
27095,28.85,69.71
27097,21.24,77.28
27099,43.92,54.41
27101,27.95,70.37
27103,48.78,49.29
27105,31.47,67.1
27107,37.53,59.76
27109,54.26,43.6
27111,32.1,66.31
27113,33.13,64.61
27115,31.64,66.8
27117,25.17,73.26
27119,32.28,66.04
27121,33.35,65.04
27123,70.52,27.2
27125,30.43,67.54
27127,27.71,71.03
27129,28.35,69.76
27131,47.83,50.34
27133,29.57,68.83
27135,24.66,73.99
27137,55.94,42.22
27139,44.78,53.27
27141,31.72,66.62
27143,27.62,70.65
27145,35.7,62.45
27147,36.76,61.23
27149,35.67,62.73
27151,32.1,66.26
27153,22.47,76.01
27155,33.15,64.69
27157,35.02,63.22
27159,23.65,75.12
27161,32.83,65.34
27163,53.53,44.61
27165,35.09,62.87
27167,29.49,68.5
27169,46.64,51.54
27171,34.43,63.78
27173,28.71,69.34
28001,56.53,42.6
28003,15.4,83.75
28005,32.96,65.8
28007,38.04,61.31
28009,33.97,65.34
28011,61.51,37.79
28013,25.64,73.63
28015,27.55,71.81
28017,42.71,56.39
28019,24.81,74.06
28021,83.31,15.76
28023,32.1,67.27
28025,54.76,44.35
28027,69.38,29.57
28029,46.52,52.58
28031,32.96,66.23
28033,36.7,60.78
28035,40.31,58.24
28037,29.83,69.63
28039,10.28,89.06
28041,14.78,84.55
28043,41.57,57.86
28045,20.13,78.79
28047,34.98,63.88
28049,72.37,26.28
28051,80.53,18.47
28053,70.44,28.55
28055,46.14,47.59
28057,9.67,89.66
28059,29.52,69.41
28061,47.17,52.19
28063,82.66,16.4
28065,56.55,42.8
28067,26.2,73.01
28069,58.27,41.39
28071,38.26,60.02
28073,24.98,73.75
28075,38.96,60.16
28077,31.37,67.95
28079,37.97,61.37
28081,30.04,68.87
28083,68.74,30.29
28085,26.97,72.35
28087,45.43,53.58
28089,40.75,58.04
28091,28.74,70.38
28093,45.97,53.24
28095,31.68,67.59
28097,39.26,60.08
28099,24.14,75.08
28101,27.92,71.23
28103,73.48,25.87
28105,49.03,49.31
28107,42.03,56.87
28109,16.14,82.84
28111,19.46,79.89
28113,47.8,51.29
28115,15.74,83.45
28117,16.64,82.66
28119,64.44,33.69
28121,25.92,73.04
28123,37.7,61.65
28125,68.01,31.2
28127,31.36,68.07
28129,19.36,80.07
28131,20.46,78.47
28133,67.45,31.93
28135,52.47,46.55
28137,27.64,71.42
28139,16.13,83.24
28141,10.18,89.1
28143,68.85,29.95
28145,14.48,84.62
28147,36.07,63.01
28149,47.45,51.41
28151,66.95,31.97
28153,33.21,65.94
28155,17.11,82.34
28157,61.99,36.68
28159,40.46,58.71
28161,38.94,59.85
28163,48.4,50.81
29001,32.58,66.16
29003,23.48,75.23
29005,19.5,79.32
29007,25.55,73.19
29009,17.78,81.3
29011,13.63,85.78
29013,18.74,80.36
29015,20.11,79.17
29017,12.27,87.08
29019,53.85,44.09
29021,35.25,63.26
29023,17.69,81.47
29025,18.88,80.18
29027,27.63,70.9
29029,22.4,76.71
29031,26.18,72.68
29033,17.42,81.89
29035,12.72,86.93
29037,33.3,65.39
29039,14.75,84.37
29041,21.4,77.76
29043,23.34,75.59
29045,18.84,80.38
29047,46.4,52.04
29049,25.43,73.34
29051,32.08,66.5
29053,26.57,72.38
29055,18.53,80.73
29057,16.03,83.15
29059,17.27,81.84
29061,17.86,81.15
29063,18.07,80.7
29065,14.43,84.65
29067,13.66,85.64
29069,18.75,80.55
29071,26.5,72.36
29073,19.45,79.66
29075,18.71,80.53
29077,38.89,59.72
29079,17.82,81.41
29081,13.89,85.64
29083,23.19,75.8
29085,19.1,80.23
29087,15.18,84.27
29089,27.06,71.32
29091,16.21,82.97
29093,18.24,80.67
29095,58.87,39.54
29097,25.94,72.71
29099,30.99,67.73
29101,29.5,69.09
29103,17.18,81.71
29105,16.14,82.89
29107,24.9,73.76
29109,17.64,81.45
29111,19.45,79.5
29113,21.5,77.39
29115,20.81,78.06
29117,20.7,78.52
29119,15.24,83.99
29121,18.9,80.38
29123,17.14,82.06
29125,15.78,83.31
29127,23.06,75.99
29129,13.11,86.22
29131,15.89,83.22
29133,22.81,76.51
29135,18.05,80.81
29137,19.58,79.43
29139,19.51,79.65
29141,19.67,79.37
29143,22.92,76.39
29145,20.17,78.82
29147,27.62,71.36
29149,15.09,84.22
29151,13.06,86.17
29153,14.61,84.62
29155,25.26,74.33
29157,17.89,81.3
29159,24.91,73.67
29161,27.88,70.79
29163,20.68,78.62
29165,47.7,50.84
29167,18.64,80.24
29169,24.22,74.49
29171,14.58,84.92
29173,19.98,79.19
29175,23.32,75.48
29177,25.1,73.76
29179,15.44,83.74
29181,13.15,86.18
29183,40.8,57.77
29185,19.23,79.85
29186,26.9,71.93
29187,23.8,75.21
29189,60.84,37.42
29195,29.22,69.65
29197,17.17,81.65
29199,18.67,80.14
29201,20.24,79.15
29203,15.57,83.83
29205,16.86,82.5
29207,12.77,86.65
29209,18.93,80.31
29211,16.57,82.62
29213,19.88,79.21
29215,13.79,85.51
29217,19.77,79.26
29219,24.73,74.23
29221,17.07,82.31
29223,13.39,86.03
29225,18.44,80.69
29227,17.19,81.81
29229,11.77,87.44
29510,81.37,16.66
30001,26.63,70.04
30003,47.25,48.95
30005,44.65,50.55
30007,18.4,78.38
30009,32.25,64.67
30011,8.78,88.99
30013,37.31,59.65
30015,32.04,64.25
30017,23.89,72.59
30019,16.19,81.81
30021,19.28,78.2
30023,48.79,47.82
30025,10.82,86.46
30027,22.68,73.97
30029,31.77,65.55
30031,49.98,46.78
30033,4.88,94.5
30035,57.76,38.18
30037,13.01,85.44
30039,26.61,70.63
30041,38.71,56.89
30043,30.35,66.87
30045,19.59,77.68
30047,38.5,58.43
30049,45.42,51.11
30051,21.66,76.11
30053,22.18,75.57
30055,11.92,86.04
30057,26.14,71.43
30059,21.84,75.77
30061,24.32,72.33
30063,58.95,37.52
30065,13.15,84.66
30067,44.58,52.3
30069,11.42,87.65
30071,17.59,80.08
30073,27.42,69.14
30075,11.84,87.07
30077,21.63,75.14
30079,17.73,79.36
30081,28.37,68.94
30083,14.65,82.63
30085,42.92,52.5
30087,29.65,66.77
30089,21.13,76.22
30091,26.62,69.09
30093,51.5,44.5
30095,17.88,79.56
30097,22.05,75.14
30099,25.98,70.99
30101,20.28,76.78
30103,12.9,83.03
30105,22.92,74.01
30107,19.24,77.62
30109,13.0,84.8
30111,34.88,62.0
31001,28.54,70.15
31003,11.49,87.96
31005,6.03,93.62
31007,8.81,90.16
31009,12.71,85.91
31011,16.36,82.45
31013,21.15,77.61
31015,12.28,87.26
31017,12.24,86.97
31019,26.88,71.82
31021,26.89,71.99
31023,19.75,79.4
31025,30.62,67.82
31027,14.29,84.3
31029,10.93,88.32
31031,11.37,87.55
31033,17.37,81.5
31035,17.43,80.88
31037,24.03,74.97
31039,19.51,79.55
31041,13.35,85.66
31043,34.46,64.28
31045,25.65,72.7
31047,24.74,74.34
31049,14.92,83.3
31051,19.79,78.45
31053,33.05,65.65
31055,54.4,44.23
31057,10.33,89.24
31059,21.97,76.83
31061,14.75,84.44
31063,13.12,86.03
31065,14.84,84.67
31067,29.7,68.92
31069,14.5,84.96
31071,11.43,87.98
31073,18.16,81.13
31075,4.1,95.9
31077,15.55,83.4
31079,30.5,68.26
31081,19.24,79.61
31083,15.54,83.57
31085,3.85,95.55
31087,10.61,88.56
31089,12.51,86.51
31091,12.88,86.42
31093,18.08,80.79
31095,26.66,71.99
31097,29.04,69.52
31099,20.42,78.47
31101,17.41,81.35
31103,8.09,91.91
31105,15.81,82.79
31107,17.72,81.0
31109,51.39,47.08
31111,21.78,76.98
31113,5.68,92.95
31115,17.06,82.71
31117,4.24,94.35
31119,21.41,77.41
31121,16.81,81.78
31123,15.09,83.51
31125,19.16,79.59
31127,26.77,71.47
31129,17.67,81.31
31131,30.04,68.93
31133,20.59,78.68
31135,13.11,85.83
31137,15.27,83.75
31139,11.44,87.76
31141,20.38,78.72
31143,17.77,81.45
31145,15.31,83.73
31147,23.69,75.14
31149,10.19,89.33
31151,32.8,66.03
31153,43.51,55.16
31155,26.23,72.64
31157,25.64,73.36
31159,26.0,72.59
31161,14.57,84.62
31163,19.44,79.67
31165,11.36,88.05
31167,16.06,82.77
31169,19.07,79.87
31171,11.2,88.55
31173,46.07,52.99
31175,17.53,81.43
31177,28.2,70.59
31179,24.7,73.93
31181,16.79,82.19
31183,11.73,87.24
31185,23.6,74.94
32001,23.54,73.78
32003,50.44,47.81
32005,32.49,65.35
32007,20.62,77.24
32009,15.84,81.56
32011,10.04,87.84
32013,21.31,76.48
32015,17.69,80.0
32017,12.7,85.28
32019,26.7,71.14
32021,30.98,66.58
32023,28.0,70.18
32027,21.49,76.43
32029,29.69,68.55
32031,49.32,48.32
32033,20.29,77.32
32510,43.05,54.31
33001,43.08,56.14
33003,48.78,50.46
33005,54.38,44.56
33007,42.69,56.48
33009,59.35,39.41
33011,50.93,48.05
33013,52.1,46.89
33015,48.34,50.78
33017,55.52,43.45
33019,49.09,49.75
34001,47.69,50.72
34003,50.68,47.29
34005,57.64,41.02
34007,62.98,35.54
34009,39.67,58.92
34011,47.56,51.31
34013,71.69,26.78
34015,47.81,50.61
34017,62.62,34.57
34019,45.72,52.38
34021,65.88,32.02
34023,52.52,44.49
34025,43.42,54.81
34027,47.66,50.39
34029,31.38,67.4
34031,46.93,49.79
34033,39.6,58.8
34035,55.68,41.77
34037,36.65,61.59
34039,61.23,37.01
34041,38.77,59.47
35001,59.23,38.21
35003,24.23,74.33
35005,26.76,71.59
35006,49.57,48.02
35007,41.91,55.94
35009,27.79,70.38
35011,23.57,74.26
35013,53.79,44.02
35015,21.44,77.29
35017,51.33,46.26
35019,49.48,48.76
35021,29.7,68.91
35023,37.86,61.22
35025,18.53,80.14
35027,29.84,68.29
35028,63.4,33.21
35029,39.42,58.32
35031,60.74,36.2
35033,57.86,40.61
35035,35.4,62.36
35037,28.48,69.38
35039,58.62,39.2
35041,27.41,70.6
35043,51.8,46.02
35045,33.0,64.74
35047,62.88,34.99
35049,73.35,24.44
35051,39.17,58.34
35053,46.79,50.48
35055,72.36,24.88
35057,29.86,67.98
35059,22.7,74.89
35061,40.9,57.27
36001,62.92,37.08
36003,28.4,71.6
36005,72.72,27.28
36007,50.21,49.79
36009,33.59,66.41
36011,43.5,56.5
36013,39.01,60.99
36015,41.6,58.4
36017,36.39,63.61
36019,48.92,51.08
36021,57.35,42.65
36023,46.78,53.22
36025,40.12,59.88
36027,52.71,47.29
36029,54.84,45.16
36031,50.25,49.75
36033,45.49,54.51
36035,32.07,67.93
36037,33.02,66.98
36039,41.51,58.49
36041,35.26,64.74
36043,31.78,68.22
36045,38.2,61.8
36047,71.99,28.01
36049,27.79,72.21
36051,39.28,60.72
36053,43.47,56.53
36055,59.54,40.46
36057,35.64,64.36
36059,47.9,52.1
36061,82.41,17.59
36063,42.54,57.46
36065,39.37,60.63
36067,58.64,41.36
36069,49.41,50.59
36071,45.81,54.19
36073,29.77,70.23
36075,37.91,62.09
36077,46.07,53.93
36079,43.16,56.84
36081,62.3,37.7
36083,50.68,49.32
36085,35.11,64.89
36087,44.09,55.91
36089,41.0,59.0
36091,50.91,49.09
36093,55.41,44.59
36095,34.73,65.27
36097,39.52,60.48
36099,44.1,55.9
36101,34.11,65.89
36103,45.01,54.99
36105,41.65,58.35
36107,38.56,61.44
36109,75.31,24.69
36111,59.33,40.67
36113,47.89,52.11
36115,39.39,60.61
36117,38.46,61.54
36119,63.14,36.86
36121,25.89,74.11
36123,41.92,58.08
37001,45.36,53.52
37003,19.68,79.53
37005,23.66,75.62
37007,48.37,50.88
37009,27.37,71.84
37011,23.45,75.84
37013,34.12,65.22
37015,57.57,41.88
37017,39.54,59.94
37019,37.19,62.04
37021,61.71,36.91
37023,29.02,70.26
37025,45.48,53.2
37027,23.35,75.97
37029,24.19,74.95
37031,28.04,71.14
37033,37.36,61.91
37035,30.58,68.57
37037,55.69,43.2
37039,20.77,78.22
37041,38.43,60.89
37043,24.64,74.74
37045,32.18,67.16
37047,32.8,66.73
37049,39.29,59.75
37051,56.09,42.69
37053,25.56,73.49
37055,40.11,58.9
37057,25.94,73.0
37059,26.17,72.64
37061,35.24,64.19
37063,80.17,18.23
37065,61.03,38.32
37067,55.97,42.81
37069,42.72,56.29
37071,37.04,62.06
37073,38.7,60.38
37075,17.59,81.42
37077,44.83,54.25
37079,40.71,58.81
37081,60.23,38.39
37083,58.54,40.85
37085,36.91,62.02
37087,36.88,62.01
37089,42.15,56.71
37091,63.05,36.27
37093,52.35,46.41
37095,38.52,60.61
37097,33.23,65.85
37099,44.58,53.95
37101,38.69,60.21
37103,36.77,62.46
37105,40.81,58.28
37107,46.24,53.03
37109,26.77,72.49
37111,25.05,74.24
37113,30.55,68.58
37115,37.53,61.02
37117,44.56,54.88
37119,65.62,32.73
37121,21.71,77.58
37123,30.75,68.58
37125,34.8,64.32
37127,48.71,50.48
37129,49.78,49.15
37131,56.96,42.46
37133,31.52,67.46
37135,74.86,23.8
37137,33.61,65.68
37139,47.09,51.97
37141,32.08,67.05
37143,29.7,69.08
37145,37.72,61.42
37147,52.45,46.48
37149,37.04,62.21
37151,21.03,78.27
37153,39.23,60.11
37155,35.84,63.52
37157,31.67,67.58
37159,31.62,67.53
37161,25.76,73.57
37163,34.82,64.6
37165,46.22,53.15
37167,24.23,75.08
37169,19.83,79.43
37171,23.01,76.33
37173,37.56,61.27
37175,43.33,55.5
37177,38.81,60.33
37179,36.84,62.12
37181,56.29,42.94
37183,61.92,36.38
37185,58.81,39.82
37187,52.84,46.61
37189,52.3,46.32
37191,41.37,57.77
37193,19.85,79.5
37195,49.8,49.4
37197,18.38,80.8
37199,32.32,66.76
38001,18.05,80.77
38003,31.38,66.7
38005,39.87,58.32
38007,14.44,84.32
38009,21.48,76.8
38011,12.85,85.91
38013,12.37,86.49
38015,27.46,70.7
38017,44.86,53.29
38019,24.84,73.9
38021,22.87,75.11
38023,21.19,76.55
38025,14.88,84.13
38027,26.31,71.77
38029,10.66,88.25
38031,19.8,78.37
38033,12.4,86.08
38035,40.11,58.29
38037,15.72,82.52
38039,23.42,74.94
38041,14.84,84.16
38043,17.11,81.74
38045,21.48,76.53
38047,11.35,87.1
38049,17.51,81.28
38051,16.58,81.97
38053,14.75,84.39
38055,20.25,78.38
38057,14.83,83.84
38059,22.17,75.94
38061,27.71,70.86
38063,33.05,65.01
38065,14.39,83.86
38067,22.8,76.1
38069,22.46,76.37
38071,29.07,69.35
38073,34.95,63.11
38075,14.88,82.54
38077,30.16,68.01
38079,63.23,35.15
38081,32.76,65.46
38083,13.41,85.52
38085,68.84,30.0
38087,8.53,90.7
38089,16.47,82.06
38091,36.52,61.89
38093,26.72,71.33
38095,26.04,71.71
38097,33.31,64.95
38099,26.32,71.5
38101,25.47,72.85
38103,18.06,80.95
38105,15.16,83.28
39001,16.88,82.62
39003,27.51,71.61
39005,24.54,74.5
39007,35.38,63.77
39009,54.94,44.19
39011,17.34,81.91
39013,26.04,73.34
39015,18.98,80.48
39017,36.43,62.7
39019,22.22,76.96
39021,24.15,74.92
39023,34.77,64.3
39025,31.66,67.44
39027,22.3,76.92
39029,25.11,74.11
39031,23.48,75.69
39033,23.14,76.09
39035,65.36,33.89
39037,16.97,82.35
39039,29.59,69.45
39041,46.23,52.83
39043,42.46,56.6
39045,37.54,61.59
39047,22.06,77.21
39049,63.68,35.28
39051,28.39,70.79
39053,19.94,79.34
39055,37.54,61.66
39057,39.51,59.31
39059,23.61,75.67
39061,56.95,42.07
39063,30.23,68.67
39065,22.21,76.87
39067,21.93,77.14
39069,26.19,72.92
39071,18.06,81.41
39073,27.46,71.75
39075,15.03,84.18
39077,27.55,71.6
39079,20.67,78.75
39081,27.49,71.4
39083,27.11,72.02
39085,42.39,56.73
39087,24.39,74.92
39089,34.54,64.56
39091,21.48,77.69
39093,46.68,52.4
39095,55.8,43.25
39097,27.64,71.3
39099,44.94,54.36
39101,28.89,70.26
39103,37.16,61.96
39105,21.17,78.14
39107,16.27,82.99
39109,26.99,72.12
39111,19.66,79.42
39113,49.77,49.3
39115,23.0,76.2
39117,21.74,77.48
39119,27.65,71.57
39121,17.35,81.97
39123,37.01,62.08
39125,21.42,77.65
39127,22.36,76.88
39129,25.27,73.81
39131,22.86,76.54
39133,41.79,57.32
39135,20.06,79.19
39137,15.17,83.91
39139,28.43,70.77
39141,29.9,69.24
39143,34.12,64.99
39145,25.73,73.7
39147,30.74,68.25
39149,17.2,82.02
39151,38.6,60.53
39153,53.04,46.05
39155,41.19,58.01
39157,27.97,71.25
39159,34.69,64.32
39161,20.37,78.86
39163,20.38,78.98
39165,33.76,65.28
39167,27.74,71.49
39169,29.92,69.18
39171,25.41,73.66
39173,44.43,54.58
39175,23.98,75.2
40001,17.76,80.76
40003,10.93,87.55
40005,13.76,85.34
40007,7.44,91.24
40009,14.24,84.32
40011,17.72,80.67
40013,20.04,78.59
40015,25.42,72.51
40017,28.79,69.18
40019,21.95,76.69
40021,32.69,65.29
40023,16.74,82.16
40025,7.06,91.98
40027,41.44,56.35
40029,13.59,84.91
40031,37.4,60.74
40033,15.64,82.48
40035,20.01,78.27
40037,21.22,76.96
40039,22.41,75.66
40041,19.19,79.56
40043,9.44,89.57
40045,10.87,87.47
40047,22.2,75.96
40049,16.4,82.46
40051,17.94,80.6
40053,13.88,84.42
40055,16.56,82.3
40057,18.71,80.39
40059,10.13,88.49
40061,14.55,84.2
40063,17.84,80.36
40065,19.89,78.17
40067,13.43,85.05
40069,16.17,81.84
40071,24.45,73.81
40073,13.67,85.06
40075,20.07,78.37
40077,16.7,82.28
40079,16.98,81.76
40081,17.54,80.8
40083,24.44,73.49
40085,16.17,82.39
40087,18.84,79.47
40089,15.0,83.87
40091,22.95,75.68
40093,9.4,88.76
40095,17.74,81.17
40097,20.31,77.78
40099,18.35,79.68
40101,30.38,67.95
40103,20.36,77.73
40105,15.79,82.75
40107,21.41,77.23
40109,48.03,49.71
40111,27.73,70.39
40113,28.44,69.83
40115,22.46,75.95
40117,19.69,78.56
40119,36.07,61.35
40121,19.76,78.77
40123,25.67,72.27
40125,25.25,72.69
40127,13.1,85.6
40129,9.23,89.32
40131,21.63,76.63
40133,24.25,73.98
40135,18.65,80.16
40137,17.38,81.05
40139,15.23,82.96
40141,19.74,79.19
40143,41.3,56.53
40145,24.23,73.99
40147,25.0,72.65
40149,11.84,86.63
40151,16.88,81.23
40153,13.22,85.22
41001,24.16,73.34
41003,68.06,28.46
41005,53.36,43.64
41007,54.12,42.76
41009,41.37,55.26
41011,38.66,58.54
41013,23.48,74.28
41015,40.56,56.66
41017,53.65,43.55
41019,29.92,67.58
41021,25.75,71.24
41023,18.39,78.78
41025,18.81,78.19
41027,66.28,30.54
41029,45.46,51.89
41031,33.65,63.83
41033,34.2,63.26
41035,27.86,69.76
41037,16.22,81.53
41039,60.01,36.87
41041,57.67,39.25
41043,36.24,60.63
41045,26.36,70.71
41047,47.5,49.5
41049,24.12,72.49
41051,79.31,17.19
41053,46.59,50.39
41055,20.12,77.07
41057,47.9,49.25
41059,29.74,67.49
41061,28.15,68.73
41063,30.95,66.23
41065,45.54,51.22
41067,65.29,31.33
41069,24.33,71.38
41071,45.31,51.43
42001,32.72,66.36
42003,59.67,39.36
42005,23.04,76.23
42007,39.22,59.93
42009,15.4,84.01
42011,43.43,55.6
42013,27.91,71.37
42015,25.62,73.53
42017,49.48,49.55
42019,33.48,65.69
42021,29.77,69.46
42023,24.25,74.54
42025,32.19,66.98
42027,50.89,48.06
42029,56.71,42.25
42031,23.12,76.2
42033,23.86,75.39
42035,29.13,70.0
42037,34.02,65.05
42039,29.99,69.24
42041,44.65,54.09
42043,52.38,46.46
42045,61.35,37.61
42047,26.14,73.12
42049,49.03,50.05
42051,30.8,68.74
42053,27.32,71.77
42055,28.07,71.06
42057,13.48,86.08
42059,26.64,71.47
42061,23.18,76.12
42063,30.07,69.18
42065,20.35,78.84
42067,18.92,80.31
42069,51.04,48.26
42071,41.53,57.48
42073,32.77,66.54
42075,33.56,65.52
42077,50.74,48.05
42079,40.03,59.2
42081,28.84,70.3
42083,25.99,73.17
42085,34.49,64.65
42087,21.45,77.86
42089,49.12,49.9
42091,60.88,38.07
42093,38.98,59.99
42095,48.62,50.4
42097,29.56,69.48
42099,24.82,74.14
42101,78.81,20.0
42103,37.57,61.62
42105,18.44,80.73
42107,28.53,70.6
42109,26.15,73.18
42111,21.03,78.26
42113,26.23,73.13
42115,27.2,71.92
42117,23.63,75.38
42119,37.83,61.21
42121,28.52,70.64
42123,29.98,69.22
42125,36.93,62.43
42127,31.08,68.17
42129,35.42,63.85
42131,31.09,67.91
42133,36.89,62.15
44001,62.09,35.74
44003,49.94,48.06
44005,61.63,36.14
44007,56.12,41.69
44009,56.37,41.36
45001,28.21,70.63
45003,36.35,62.25
45005,71.62,26.89
45007,25.72,73.07
45009,56.99,41.73
45011,41.64,57.18
45013,42.15,56.63
45015,41.14,57.41
45017,42.19,56.53
45019,51.94,46.27
45021,23.91,75.27
45023,40.84,58.05
45025,35.45,63.52
45027,43.28,55.55
45029,40.36,58.52
45031,42.78,56.1
45033,44.19,55.02
45035,41.78,56.37
45037,33.47,65.32
45039,55.97,42.73
45041,45.32,53.34
45043,39.64,59.14
45045,38.01,60.21
45047,34.85,63.83
45049,52.57,46.17
45051,30.26,68.81
45053,44.68,54.32
45055,35.27,63.49
45057,37.01,61.78
45059,29.02,69.87
45061,55.78,38.11
45063,32.55,66.01
45065,40.84,57.94
45067,54.65,44.11
45069,50.6,48.23
45071,32.22,66.56
45073,23.63,75.18
45075,61.76,37.19
45077,22.98,75.64
45079,66.39,31.81
45081,27.22,71.58
45083,32.59,66.22
45085,51.86,46.97
45087,33.23,65.93
45089,60.25,38.55
45091,39.72,58.8
46003,21.68,75.81
46005,28.77,68.84
46007,35.75,62.13
46009,23.3,74.73
46011,40.02,57.4
46013,35.65,62.46
46015,27.49,69.91
46017,62.45,35.19
46019,18.54,79.18
46021,14.35,84.45
46023,27.66,70.57
46025,22.53,75.03
46027,52.04,45.5
46029,28.42,69.2
46031,43.31,55.21
46033,26.11,71.87
46035,29.89,67.65
46037,34.11,63.98
46039,22.98,74.72
46041,55.16,42.38
46043,13.21,85.59
46045,18.91,79.67
46047,24.1,73.35
46049,16.19,81.42
46051,26.06,71.46
46053,18.79,78.96
46055,9.33,89.24
46057,18.91,79.36
46059,20.69,78.0
46061,19.5,78.74
46063,5.85,91.95
46065,33.65,63.77
46067,20.21,78.1
46069,21.29,76.26
46071,31.62,66.7
46073,27.63,70.87
46075,10.91,86.73
46077,27.13,71.01
46079,33.49,64.66
46081,32.93,64.27
46083,35.67,62.16
46085,29.16,68.62
46087,24.18,73.47
46089,14.47,83.68
46091,37.08,61.07
46093,23.32,74.2
46095,38.51,58.65
46097,25.11,72.07
46099,42.48,55.16
46101,32.99,64.85
46102,83.83,13.26
46103,35.44,61.88
46105,14.33,84.35
46107,16.49,81.59
46109,37.6,60.59
46111,21.37,76.65
46115,29.34,68.33
46117,25.76,72.62
46119,18.65,79.47
46121,73.85,23.38
46123,17.71,81.01
46125,23.01,74.35
46127,28.71,69.4
46129,19.51,78.67
46135,35.85,61.39
46137,46.86,49.68
47001,31.53,67.26
47003,20.52,78.51
47005,18.14,81.07
47007,14.39,84.87
47009,25.52,73.24
47011,20.01,78.86
47013,14.84,84.46
47015,16.45,82.58
47017,18.79,80.35
47019,17.92,81.15
47021,26.34,72.26
47023,16.97,81.91
47025,14.56,84.7
47027,16.33,82.9
47029,15.42,83.67
47031,21.82,76.91
47033,20.2,78.94
47035,20.2,79.09
47037,62.7,35.26
47039,14.98,84.08
47041,18.16,80.87
47043,23.46,75.39
47045,18.81,80.61
47047,28.36,70.71
47049,11.76,87.56
47051,22.96,76.12
47053,23.56,75.51
47055,22.05,77.07
47057,12.87,86.52
47059,16.55,82.28
47061,14.98,84.29
47063,20.12,79.03
47065,42.67,55.72
47067,11.49,87.96
47069,37.53,61.63
47071,14.09,85.11
47073,15.18,84.01
47075,49.77,49.4
47077,15.79,83.7
47079,21.8,77.14
47081,19.09,80.17
47083,20.29,78.45
47085,21.38,77.44
47087,18.32,80.8
47089,17.44,81.61
47091,14.96,84.29
47093,39.45,58.96
47095,22.12,77.0
47097,31.1,68.15
47099,15.05,84.11
47101,16.83,82.38
47103,17.25,81.89
47105,22.96,75.96
47107,17.48,81.73
47109,15.33,83.76
47111,12.36,86.69
47113,40.32,58.52
47115,21.72,77.43
47117,21.24,77.85
47119,27.15,71.75
47121,15.87,83.37
47123,16.16,82.99
47125,40.04,58.46
47127,14.83,83.74
47129,12.31,86.76
47131,17.22,82.14
47133,17.45,81.69
47135,15.02,84.47
47137,16.49,82.63
47139,15.54,83.67
47141,25.73,73.14
47143,16.01,82.9
47145,22.15,76.65
47147,24.03,74.88
47149,38.37,60.15
47151,9.81,89.62
47153,16.38,82.66
47155,18.93,80.07
47157,61.8,36.42
47159,17.08,81.99
47161,17.52,81.4
47163,22.01,76.98
47165,28.51,70.34
47167,23.11,75.95
47169,20.14,79.02
47171,18.48,80.51
47173,14.03,85.18
47175,16.05,83.25
47177,21.43,77.53
47179,29.61,69.08
47181,11.16,88.07
47183,20.34,78.7
47185,16.28,82.88
47187,32.97,65.36
47189,29.36,69.44
48001,18.78,80.59
48003,13.3,85.91
48005,23.67,75.68
48007,21.73,77.45
48009,10.13,89.48
48011,6.94,92.79
48013,27.94,71.26
48015,18.31,81.0
48017,19.08,80.17
48019,18.63,80.48
48021,40.19,58.56
48023,11.02,88.08
48025,29.65,69.53
48027,41.34,57.57
48029,54.31,44.56
48031,23.16,75.69
48033,4.13,95.61
48035,15.92,83.26
48037,25.34,74.05
48039,39.5,59.2
48041,36.85,61.7
48043,43.03,55.62
48045,9.68,89.52
48047,54.45,44.84
48049,12.65,86.59
48051,18.21,81.05
48053,21.72,77.43
48055,42.19,56.61
48057,23.66,75.83
48059,10.89,88.48
48061,46.72,52.52
48063,22.91,76.52
48065,9.14,90.35
48067,17.02,82.69
