fips,summer_high_f,winter_low_f,summer_avg_f,annual_avg_f,annual_precip_in,annual_snow_in
13251,90.4,37.2,80.0,64.6,49.4,0.1
13253,91.2,41.1,81.4,67.3,55.9,
13255,88.6,35.6,78.2,62.8,54.0,0.8
13257,87.0,33.6,76.8,60.5,58.8,1.2
13259,91.2,35.7,79.3,64.4,53.1,0.0
13261,89.9,37.2,79.5,64.5,52.7,0.2
13263,87.9,34.0,77.4,61.8,51.4,0.1
13265,89.3,34.4,78.4,62.1,46.1,0.4
13267,91.4,39.6,81.0,66.3,49.4,0.0
13269,88.7,34.8,78.2,62.6,50.7,0.2
13271,90.7,39.4,80.4,65.9,47.4,0.1
13273,90.2,37.9,80.0,65.1,54.4,0.0
13275,90.2,40.2,80.1,66.5,53.9,0.0
13277,89.3,39.0,79.4,65.2,48.6,0.0
13279,91.5,39.3,80.9,66.1,49.5,0.1
13281,83.7,27.9,72.5,56.2,66.4,2.8
13283,91.6,36.0,80.3,64.4,48.4,0.1
13285,89.4,35.1,78.5,62.7,54.3,0.2
13287,90.4,38.5,80.3,65.6,49.1,0.0
13289,90.9,37.8,80.7,65.1,49.8,0.1
13291,84.0,27.7,72.6,56.2,60.6,3.1
13293,89.4,35.1,78.7,63.2,50.7,0.3
13295,86.7,32.6,76.7,59.8,54.0,1.1
13297,88.4,34.4,78.0,61.6,51.8,0.6
13299,92.4,40.6,81.5,67.7,50.5,0.0
13301,89.6,34.9,78.7,62.6,46.1,0.4
13303,90.1,36.2,79.7,63.9,48.5,0.5
13305,91.0,37.5,79.6,65.5,50.1,0.0
13307,90.3,36.5,79.3,64.3,52.6,0.0
13309,91.1,39.6,80.7,66.0,48.3,0.1
13311,82.4,29.8,72.6,56.9,69.2,2.6
13313,88.2,32.3,77.5,60.4,52.8,0.5
13315,91.0,38.9,80.8,65.9,48.4,0.1
13317,88.7,34.7,78.4,62.1,46.1,0.5
13319,90.8,37.0,80.4,64.7,47.6,0.2
13321,90.9,39.5,81.0,66.4,50.6,0.0
15001,64.2,42.2,55.9,53.2,32.3,0.0
15003,84.2,63.9,76.5,73.9,21.7,0.0
15005,84.7,65.2,78.1,75.3,30.1,0.0
15007,86.6,64.2,78.6,75.5,30.3,0.0
15009,84.8,65.4,77.7,74.9,22.2,0.0
16001,88.4,26.5,73.0,53.0,11.6,17.6
16003,82.7,15.3,64.7,44.5,29.5,132.2
16005,83.5,17.1,66.7,46.3,18.8,45.4
16007,79.9,9.6,62.9,41.7,17.2,74.1
16009,79.7,24.6,64.5,47.3,34.0,52.0
16011,83.3,17.8,67.5,46.8,11.7,20.4
16013,81.7,11.0,63.9,42.9,16.4,56.0
16015,83.6,16.8,63.5,44.8,35.1,101.2
16017,79.1,22.8,63.8,45.7,42.1,61.2
16019,79.5,14.5,63.3,43.2,20.6,65.7
16021,81.7,22.9,66.3,47.5,26.9,53.8
16023,83.2,9.2,65.8,43.6,8.2,20.1
16025,79.5,10.2,62.4,41.7,24.6,102.0
16027,87.8,24.7,71.7,52.2,10.9,10.2
16029,82.3,12.7,63.9,43.3,19.8,
16031,84.5,19.8,66.7,47.9,30.7,18.7
16033,80.5,12.6,64.6,43.1,14.1,42.3
16035,77.5,19.7,60.4,43.3,53.3,116.8
16037,81.3,10.8,63.7,42.9,15.6,18.3
16039,86.6,19.0,69.1,48.2,28.9,
16041,85.2,16.5,68.1,46.9,26.6,53.8
16043,77.8,11.8,61.7,41.2,25.1,70.1
16045,87.4,20.1,68.5,48.8,20.5,39.4
16047,88.1,23.4,71.7,51.1,10.4,
16049,79.1,15.9,60.3,42.8,33.1,107.0
16051,83.0,10.3,65.4,43.7,10.5,20.4
16053,84.7,22.2,69.1,49.2,10.5,24.2
16055,79.1,25.4,66.0,48.0,27.3,40.6
16057,79.8,25.1,63.3,47.1,35.5,43.0
16059,81.4,10.3,63.0,42.5,21.9,22.0
16061,75.9,23.1,62.1,45.5,21.3,57.7
16063,85.8,16.7,68.5,47.1,10.9,30.8
16065,80.9,13.6,64.6,43.9,13.0,70.1
16067,83.9,20.5,68.0,48.2,10.3,27.9
16069,81.0,26.5,66.6,49.2,18.8,47.5
16071,85.9,15.4,67.6,46.2,17.1,31.5
16073,87.5,25.1,71.7,52.1,11.3,
16075,89.1,24.8,73.5,52.8,10.3,11.8
16077,84.5,19.0,68.1,47.7,12.2,33.0
16079,74.6,22.0,61.5,43.8,38.4,67.3
16081,76.9,10.7,60.9,40.9,20.7,114.9
16083,84.3,21.9,69.1,49.1,10.8,24.2
16085,79.9,14.0,61.8,42.7,37.7,132.2
16087,89.0,21.2,72.6,50.5,23.6,
17001,84.6,21.3,74.6,52.9,36.9,19.6
17003,87.8,28.6,77.5,57.9,51.0,8.3
17005,86.6,24.0,75.9,55.1,42.6,11.9
17007,81.0,15.0,70.2,47.7,38.8,33.6
17009,84.6,20.3,73.9,52.4,39.5,14.4
17011,83.0,17.0,72.2,49.9,39.1,29.4
17013,85.1,22.5,74.8,53.9,40.9,14.5
17015,83.1,15.0,71.3,48.9,39.1,33.4
17017,84.5,20.6,73.7,52.4,39.7,17.4
17019,84.0,21.0,73.7,52.4,40.9,20.7
17021,85.4,22.3,74.6,53.6,41.4,14.8
17023,85.4,21.8,74.6,53.6,45.9,13.0
17025,86.9,24.5,75.6,55.4,47.1,10.2
17027,86.7,24.2,76.4,55.6,44.1,9.1
17029,85.2,23.4,74.8,54.1,40.2,17.3
17031,80.1,22.7,72.6,51.2,41.1,
17033,86.0,23.6,75.1,54.4,45.7,11.6
17035,85.6,23.0,74.9,54.2,41.6,15.1
17037,80.9,16.2,70.7,48.3,36.4,33.5
17039,,,,,40.8,19.6
17041,83.9,21.3,73.8,52.6,40.0,17.8
17043,83.3,18.8,72.0,50.2,40.2,24.3
17045,84.1,20.3,73.3,52.2,42.2,18.1
17047,87.6,25.9,77.0,56.6,48.5,10.6
17049,86.4,23.1,75.3,54.3,44.8,15.1
17051,85.1,23.6,74.8,54.0,42.4,14.3
17053,83.9,18.9,72.6,51.0,37.7,21.4
17055,86.7,26.0,76.5,56.1,45.9,10.0
17057,84.3,18.4,73.3,51.3,39.7,20.5
17059,87.1,26.2,76.4,56.5,47.5,8.9
17061,84.6,21.4,74.2,53.0,40.5,17.0
17063,82.8,18.7,72.6,50.5,39.3,22.5
17065,87.4,24.1,75.7,55.4,47.1,13.1
17067,84.2,20.2,74.2,52.2,40.7,22.3
17069,86.2,25.9,75.2,55.9,49.8,5.1
17071,83.7,19.1,74.0,51.7,38.5,20.1
17073,83.2,17.2,72.7,50.2,39.1,28.6
17075,83.9,18.6,72.4,51.1,39.8,21.4
17077,86.8,26.5,76.1,56.2,46.0,9.5
17079,84.5,24.0,74.6,54.0,45.4,15.1
17081,85.2,24.1,75.2,54.8,45.6,9.7
17083,85.4,22.8,75.1,54.1,41.4,13.6
17085,81.0,14.1,70.2,47.4,39.7,32.4
17087,87.6,28.2,76.8,57.8,49.7,8.1
17089,,,,,38.3,41.9
17091,83.3,19.4,73.1,51.2,40.8,22.8
17093,82.7,17.8,71.3,49.4,40.0,29.2
17095,82.3,17.1,72.3,50.1,40.0,24.8
17097,81.5,19.9,71.7,50.0,39.3,33.6
17099,81.9,18.0,71.8,50.0,38.5,24.6
17101,87.0,24.1,75.6,55.1,46.5,14.5
17103,81.1,16.0,70.9,48.5,38.0,29.2
17105,82.8,19.1,72.7,51.0,37.2,21.1
17107,84.2,20.5,73.2,52.1,39.6,18.4
17109,83.1,18.0,72.6,50.6,39.2,13.3
17111,82.0,16.4,71.0,48.7,39.1,33.7
17113,83.6,18.6,72.5,50.7,39.5,15.0
17115,83.8,22.8,74.1,53.0,39.0,15.2
17117,85.1,22.8,74.8,53.9,40.0,16.7
17119,85.7,24.7,76.5,55.7,44.6,11.2
17121,86.3,23.7,75.7,55.0,45.4,11.2
17123,85.0,20.1,73.9,52.1,37.6,21.7
17125,84.9,19.5,74.1,52.2,39.6,20.2
17127,87.9,28.3,77.4,58.0,50.9,5.0
17129,83.8,20.1,73.5,52.1,37.5,15.8
17131,83.1,16.8,72.5,50.1,38.8,21.9
17133,86.8,24.7,76.3,55.9,44.1,9.2
17135,86.2,23.5,75.3,54.6,40.8,14.5
17137,85.2,20.7,74.0,52.8,40.3,16.7
17139,84.4,21.9,74.0,53.0,40.8,12.5
17141,82.0,16.4,71.2,48.9,38.0,32.9
17143,84.4,19.1,73.7,51.8,39.7,22.8
17145,86.0,25.2,75.5,55.5,46.4,8.9
17147,83.2,20.8,72.4,51.7,39.4,17.3
17149,85.9,21.6,75.2,53.8,39.5,15.6
17151,86.2,26.6,75.3,56.3,50.3,5.1
17153,87.8,28.7,77.5,58.0,50.3,8.1
17155,84.1,19.1,73.2,51.4,38.4,23.5
17157,86.9,25.3,75.9,55.7,44.4,7.6
17159,85.4,23.4,74.7,54.1,48.0,10.8
17161,83.4,17.6,73.1,50.7,38.6,36.1
17163,88.5,26.8,77.3,57.3,44.3,10.8
17165,87.4,26.9,76.7,57.1,48.0,7.8
17167,84.4,21.7,74.2,53.1,39.3,21.3
17169,83.2,20.1,73.2,51.7,39.7,15.8
17171,85.3,20.8,74.4,52.9,40.5,16.7
17173,84.5,22.3,74.4,53.4,42.4,14.7
17175,83.0,16.9,72.1,50.0,38.8,24.5
17177,80.7,14.7,70.4,47.6,38.6,36.1
17179,84.4,20.5,74.0,52.4,38.9,24.6
17181,88.5,27.8,77.6,58.2,50.9,10.2
17183,83.8,21.7,73.3,52.7,42.0,19.1
17185,86.7,26.4,76.8,56.4,49.2,10.2
17187,82.7,17.5,72.4,50.3,39.2,25.3
17189,86.0,24.1,75.8,55.2,42.1,11.0
17191,88.0,26.1,76.9,56.5,46.6,11.5
17193,86.7,23.6,75.4,55.2,48.3,11.4
17195,81.7,16.1,71.4,48.9,39.3,30.4
17197,81.9,19.6,72.1,50.4,41.3,16.9
17199,86.9,26.2,76.2,56.2,47.9,10.6
17201,80.2,15.4,70.0,47.5,38.6,37.0
17203,84.3,19.3,73.4,51.7,38.1,25.9
18001,81.9,20.5,71.8,50.6,41.4,27.0
18003,81.5,20.2,71.0,49.8,38.9,33.1
18005,84.4,23.3,73.8,53.6,47.7,15.4
18007,82.4,18.6,71.4,50.3,40.3,20.8
18009,82.3,21.8,72.4,51.7,41.9,28.5
18011,81.8,21.7,71.9,51.6,43.0,18.5
18013,83.8,22.9,73.3,53.1,49.5,18.8
18015,82.7,21.1,72.0,51.4,41.3,19.8
18017,82.7,20.6,72.1,51.0,41.2,20.3
18019,86.8,26.7,76.3,56.5,52.5,4.3
18021,85.8,23.1,74.8,54.1,46.9,16.4
18023,82.2,21.4,72.1,51.5,43.0,23.5
18025,87.4,25.3,75.5,56.1,51.4,12.7
18027,85.9,25.9,75.4,55.7,48.0,13.2
18029,82.0,22.9,71.6,52.2,46.8,13.8
18031,83.2,24.0,73.6,53.5,47.2,14.1
18033,81.0,19.3,70.2,49.2,37.9,32.8
18035,84.0,23.5,74.0,53.3,40.7,20.9
18037,87.2,24.0,75.3,55.3,51.4,11.7
18039,81.6,20.7,71.3,50.2,39.7,42.8
18041,82.8,21.5,71.9,51.6,44.9,19.6
18043,87.4,28.6,77.7,58.0,50.2,4.3
18045,83.3,19.8,72.4,51.5,40.2,19.8
18047,84.7,22.8,73.4,53.2,45.1,18.4
18049,81.7,19.8,71.4,50.2,40.7,29.8
18051,86.7,24.7,76.0,55.6,49.4,11.8
18053,82.2,20.4,71.7,50.7,41.9,25.0
18055,85.7,24.9,75.1,55.4,47.5,11.8
18057,82.8,21.4,72.6,51.6,43.0,19.6
18059,83.2,22.1,73.0,52.4,47.2,19.7
18061,,,,,49.2,
18063,82.7,22.1,72.9,52.4,44.5,19.8
18065,81.6,19.8,70.5,50.3,44.1,25.7
18067,82.3,19.7,71.5,50.6,43.5,28.7
18069,82.4,19.8,71.4,50.2,40.7,26.6
18071,84.3,24.3,73.6,53.9,48.9,12.8
18073,82.3,18.9,71.7,50.2,40.1,25.7
18075,82.1,19.9,71.3,50.5,39.6,20.3
18077,86.0,25.6,75.0,55.6,50.0,13.0
18079,84.3,25.3,73.7,54.5,48.9,15.4
18081,82.9,21.0,72.5,51.8,45.4,16.4
18083,86.9,25.1,76.0,55.7,46.4,10.1
18085,81.9,19.5,71.0,50.0,40.3,36.0
18087,81.1,19.2,70.6,49.3,38.4,30.6
18089,,,,,41.2,26.6
18091,81.3,20.2,71.5,50.2,41.6,48.4
18093,83.3,24.2,73.2,53.6,48.8,12.5
18095,82.7,22.8,72.8,52.4,43.8,20.3
18097,83.0,22.5,73.3,52.6,42.9,26.1
18099,81.7,19.2,71.2,49.7,39.6,47.4
18101,85.6,25.5,75.0,55.4,50.1,12.7
18103,82.7,20.3,72.1,50.9,40.9,20.5
18105,83.8,23.4,73.5,53.4,48.9,17.3
18107,81.9,20.2,71.5,50.8,43.0,19.4
18109,82.6,21.4,71.8,51.7,45.8,16.7
18111,83.1,19.0,72.1,50.7,39.9,27.8
18113,80.6,19.6,70.3,49.3,37.7,32.0
18115,85.1,24.7,74.3,54.8,47.8,14.1
18117,85.7,23.5,74.2,54.3,49.7,12.9
18119,84.0,22.6,73.0,52.8,49.5,16.3
18121,84.3,20.3,72.4,52.0,45.9,17.6
18123,85.1,28.2,75.5,56.7,50.2,9.9
18125,84.8,25.1,74.2,54.7,49.0,10.6
18127,81.5,21.1,71.5,50.8,41.2,38.9
18129,87.0,26.0,76.4,56.5,48.6,10.4
18131,81.7,18.6,71.2,49.9,40.1,27.2
18133,82.3,19.7,71.1,50.7,46.0,21.7
18135,81.8,20.2,71.5,50.8,40.5,22.6
18137,82.4,23.3,71.8,52.7,47.7,16.4
18139,82.5,22.4,72.4,52.1,45.7,18.1
18141,81.0,19.0,70.5,49.2,39.8,50.3
18143,86.1,25.0,74.8,55.1,49.5,12.6
18145,83.7,22.8,73.2,52.9,43.9,15.3
18147,85.8,27.9,75.7,56.6,50.8,10.5
18149,81.2,18.8,70.7,49.6,41.8,31.5
18151,80.3,18.6,69.9,48.5,38.8,37.4
18153,84.9,24.3,74.8,54.6,45.6,12.3
18155,85.3,25.2,74.5,55.1,48.0,13.5
18157,82.4,20.6,72.1,51.2,40.8,20.4
18159,82.9,20.0,71.8,51.0,42.9,26.7
18161,84.3,21.7,72.9,52.4,43.9,22.5
18163,87.7,28.7,77.8,58.0,48.7,11.0
18165,84.1,20.1,72.6,51.9,44.9,18.6
18167,86.5,22.9,75.2,54.4,43.9,15.1
18169,82.7,20.1,71.9,50.8,40.6,23.3
18171,82.6,19.2,71.9,50.8,39.8,17.2
18173,86.7,27.0,76.4,56.8,51.4,10.1
18175,85.4,25.8,74.3,55.2,47.5,14.4
18177,82.3,20.9,71.4,51.1,42.8,20.5
18179,81.6,20.3,71.6,50.4,41.2,26.7
18181,82.2,19.8,71.4,50.5,40.4,20.9
18183,80.9,19.1,70.7,49.6,39.2,24.2
19001,82.6,13.9,72.2,49.0,36.7,26.4
19003,82.9,14.6,72.2,49.2,36.0,26.8
19005,79.8,11.8,69.8,45.9,38.5,35.3
19007,83.7,15.7,72.8,50.1,37.0,22.8
19009,81.7,12.2,70.8,47.4,35.3,29.8
19011,80.5,12.6,69.9,46.9,37.8,32.4
19013,82.3,12.9,71.8,48.0,37.9,36.6
19015,82.5,13.4,71.8,48.5,37.5,35.0
19017,81.2,11.4,70.6,46.6,38.1,37.9
19019,80.9,10.9,70.3,46.5,37.3,35.2
19021,80.8,11.8,70.8,46.8,32.7,36.2
19023,81.3,11.5,71.0,46.9,35.7,34.9
19025,81.2,11.7,71.0,47.1,33.8,32.5
19027,82.3,13.3,71.9,48.1,33.8,32.4
19029,83.8,13.6,72.7,49.3,36.4,27.1
19031,82.5,15.6,72.2,49.3,36.9,33.7
19033,80.6,10.8,69.8,45.7,36.8,42.8
19035,81.6,11.0,71.0,46.8,31.6,37.1
19037,79.5,9.6,69.1,45.0,38.9,38.0
19039,84.1,14.7,72.8,49.7,38.7,27.9
19041,81.7,11.0,70.8,46.4,29.6,40.3
19043,81.2,12.1,70.6,47.1,38.5,36.4
19045,81.4,16.2,71.7,49.0,38.5,29.8
19047,81.5,13.0,71.1,47.5,33.2,33.3
19049,83.3,14.9,72.9,49.5,36.1,32.3
19051,83.6,17.9,73.8,51.1,39.4,24.0
19053,84.0,16.9,73.3,50.8,39.2,27.5
19055,80.7,11.7,69.7,46.3,38.7,35.9
19057,83.6,19.1,74.0,51.7,38.6,19.4
19059,80.8,10.4,70.6,45.9,29.6,39.2
19061,81.1,14.2,71.0,47.8,38.7,37.1
19063,80.0,9.3,69.1,44.7,30.5,39.3
19065,80.2,10.0,69.2,45.5,38.9,40.8
19067,80.1,11.4,70.1,46.3,37.7,37.5
19069,81.8,11.3,70.9,46.7,37.0,28.2
19071,84.2,16.5,73.7,51.0,34.1,22.2
19073,82.1,12.8,71.5,48.0,35.3,32.2
19075,81.4,12.3,70.9,47.1,37.0,32.1
19077,83.1,13.0,71.8,48.3,36.6,30.8
19079,81.5,10.3,70.3,46.3,36.7,30.9
19081,80.3,9.8,69.9,45.4,34.6,36.7
19083,81.5,11.9,70.8,46.8,35.4,33.1
19085,83.9,13.1,72.8,49.1,34.5,31.6
19087,83.0,15.8,71.7,49.6,38.6,26.1
19089,80.1,8.8,68.8,44.6,37.8,41.6
19091,80.5,11.6,70.5,46.5,35.6,37.6
19093,81.9,11.9,71.4,47.3,32.4,35.0
19095,82.0,13.8,71.4,48.2,37.5,27.9
19097,81.2,14.9,71.0,48.0,37.5,33.4
19099,82.5,14.1,72.0,48.6,35.8,28.9
19101,82.6,16.9,72.0,49.8,38.5,23.6
19103,83.2,16.3,72.7,49.9,36.8,27.9
19105,81.2,13.9,70.6,47.6,39.9,33.4
19107,82.8,15.4,71.9,49.2,37.7,26.7
19109,80.4,9.2,69.7,45.2,34.1,37.7
19111,84.3,19.2,74.3,51.9,39.4,23.3
19113,83.0,15.3,71.9,49.2,38.8,32.8
19115,83.1,16.0,72.5,49.9,38.1,32.2
19117,82.8,13.9,71.4,48.7,37.9,25.1
19119,82.0,9.3,70.8,45.8,29.4,34.9
19121,82.2,13.2,71.2,48.3,35.3,30.4
19123,83.6,15.6,73.1,50.1,38.4,27.8
19125,82.6,16.1,72.9,49.9,37.3,27.5
19127,81.7,12.9,71.1,47.7,36.1,26.9
19129,85.1,15.4,73.9,50.9,34.9,22.2
19131,79.2,10.0,69.3,45.1,38.0,42.2
19133,82.7,12.5,71.7,48.1,31.4,26.5
19135,82.9,16.1,72.7,50.1,36.9,27.4
19137,84.4,15.7,73.8,50.7,36.4,25.7
19139,83.0,17.1,72.8,50.3,38.3,27.5
19141,82.3,12.1,71.8,47.6,31.4,36.1
19143,80.9,8.7,70.1,45.0,30.8,43.2
19145,84.5,15.8,73.8,50.9,36.2,24.8
19147,82.4,10.6,71.5,46.9,33.8,37.1
19149,82.7,10.9,71.2,47.0,30.7,31.3
19151,82.1,11.0,71.3,46.8,32.9,38.1
19153,83.4,16.0,73.4,50.1,37.4,31.5
19155,84.2,15.4,73.6,50.2,35.0,26.1
19157,81.5,13.4,70.8,47.7,37.7,30.1
19159,82.7,15.6,72.4,49.8,37.1,21.2
19161,81.3,11.7,70.9,46.9,33.0,33.0
19163,82.3,17.0,72.3,49.9,37.6,
19165,84.0,13.0,72.6,49.1,34.5,30.6
19167,82.8,11.8,71.3,47.4,29.6,33.2
19169,81.9,13.6,71.4,48.1,37.7,29.4
19171,81.5,13.0,70.8,47.5,36.8,31.8
19173,83.6,15.5,73.2,50.1,37.4,22.4
19175,82.5,14.0,72.0,49.0,37.8,26.8
19177,83.9,17.0,73.2,50.6,39.4,23.1
19179,83.6,17.2,73.2,50.7,37.3,25.0
19181,83.3,15.4,72.9,50.1,38.4,32.3
19183,83.0,14.8,72.0,49.2,38.1,28.0
19185,82.7,15.5,72.1,49.6,39.8,25.1
19187,80.5,11.1,70.1,46.3,36.5,35.7
19189,79.9,9.3,69.7,45.2,35.6,42.3
19191,81.8,12.2,70.6,47.1,38.0,39.2
19193,83.0,12.3,71.8,48.0,30.7,30.9
19195,78.4,9.0,68.2,44.1,36.0,40.6
19197,82.8,10.2,71.4,46.9,34.4,31.4
20001,87.0,23.7,77.0,56.0,42.2,8.6
20003,87.0,22.5,76.7,55.4,40.8,12.2
20005,86.7,20.2,76.4,54.0,36.5,15.4
20007,92.2,22.3,79.3,57.3,27.2,11.1
20009,89.0,19.8,76.1,54.3,27.2,12.7
20011,88.0,23.4,77.4,56.0,43.6,8.7
20013,85.7,18.1,75.0,52.5,35.6,16.4
20015,88.9,22.2,77.6,56.2,38.2,7.1
20017,88.4,20.7,76.9,55.1,35.9,11.0
20019,89.3,23.7,77.8,57.0,40.6,8.8
20021,88.1,26.1,77.7,57.3,46.0,7.0
20023,88.8,16.5,74.3,51.8,18.0,22.6
20025,92.7,20.2,79.2,56.9,23.8,11.6
20027,88.6,20.2,77.3,54.3,31.6,11.3
20029,87.6,19.7,76.2,53.4,29.9,18.2
20031,88.3,22.0,77.5,55.8,38.0,8.6
20033,92.0,23.2,79.0,57.8,25.4,14.1
20035,89.5,23.7,78.2,57.0,39.6,8.0
20037,88.0,25.2,77.6,56.7,45.9,7.1
20039,88.5,17.0,74.8,52.1,21.6,23.8
20041,90.6,22.2,78.6,56.5,33.9,12.4
20043,85.3,19.8,75.1,53.2,36.5,20.1
20045,86.8,21.6,76.6,54.7,38.7,11.6
20047,90.4,20.2,77.1,55.4,26.2,15.8
20049,88.5,22.2,76.9,55.8,39.5,7.3
20051,90.6,20.1,77.6,55.0,25.3,14.2
20053,90.1,19.6,77.5,54.7,29.6,15.4
20055,90.4,18.6,76.5,54.5,19.8,16.4
20057,91.2,21.8,77.7,55.9,23.0,19.1
20059,87.5,21.5,76.7,54.9,39.3,9.2
20061,87.9,21.1,77.0,54.9,32.8,11.7
20063,87.3,19.0,74.8,52.4,22.3,20.3
20065,89.4,17.9,76.1,53.1,22.8,18.0
20067,90.9,18.8,76.3,54.7,18.6,17.9
20069,90.2,19.6,76.8,55.0,22.5,16.7
20071,88.8,17.2,74.1,52.2,18.2,21.8
20073,88.1,21.2,76.6,55.2,38.8,6.8
20075,90.7,15.8,75.7,53.6,17.3,18.0
20077,90.8,24.0,79.1,57.4,33.1,10.4
20079,89.8,22.7,78.6,56.2,34.2,10.5
20081,91.5,20.3,76.8,55.8,18.5,15.8
20083,91.0,20.1,77.2,54.9,23.7,19.5
20085,86.1,18.5,75.2,53.0,36.5,11.7
20087,87.4,20.7,76.6,54.4,38.3,14.4
20089,87.3,16.9,75.1,51.7,28.0,24.7
20091,86.4,23.2,76.6,55.1,39.5,14.7
20093,91.5,19.6,77.2,55.1,18.7,18.4
20095,90.3,21.8,78.1,56.2,33.0,11.8
20097,89.7,21.7,77.1,55.5,26.2,16.7
20099,87.8,24.3,77.4,56.5,48.0,8.1
20101,90.3,17.9,76.0,53.6,22.2,20.4
20103,86.4,20.6,75.9,54.0,39.7,16.1
20105,89.9,18.6,77.0,54.0,28.4,14.7
20107,87.0,21.8,76.4,55.0,42.2,11.9
20109,89.6,17.5,75.2,52.8,18.9,21.7
20111,86.9,21.5,75.9,54.4,36.5,12.4
20113,90.5,21.1,78.2,55.7,32.8,13.8
20115,89.6,23.0,78.6,56.3,34.5,12.4
20117,87.2,17.9,75.4,52.8,33.6,15.4
20119,91.5,20.1,77.4,55.3,22.7,16.8
20121,86.7,21.7,76.6,55.0,40.4,9.9
20123,89.4,17.8,76.9,53.7,28.0,16.4
20125,89.3,25.6,78.5,58.0,45.0,9.8
20127,88.0,21.2,77.1,55.0,34.9,14.4
20129,91.5,21.1,76.8,55.6,17.6,18.3
20131,85.8,18.6,74.9,52.6,34.1,21.4
20133,88.1,24.8,77.6,56.7,43.9,9.7
20135,90.6,17.6,76.5,53.9,22.6,16.3
20137,89.2,16.7,75.2,52.2,24.7,19.7
20139,87.8,22.1,77.0,55.3,38.4,10.2
20141,90.2,16.6,76.3,53.2,27.2,20.9
20143,90.5,20.3,78.1,55.0,31.4,16.1
20145,90.2,21.9,77.6,55.7,26.8,14.8
20147,89.6,17.2,76.4,52.9,25.7,18.2
20149,87.7,20.2,76.7,54.5,35.3,17.3
20151,89.3,21.0,77.1,55.2,28.8,15.1
20153,89.5,16.6,74.6,51.9,22.0,27.0
20155,90.0,20.6,77.5,55.1,29.9,9.5
20157,87.8,18.1,76.3,53.0,30.1,16.2
20159,89.9,21.3,77.9,55.3,29.8,12.0
20161,88.3,19.9,76.9,54.4,34.8,15.9
20163,90.0,18.1,76.1,53.6,25.5,19.3
20165,90.1,17.2,76.0,53.5,25.8,15.2
20167,90.0,20.0,77.4,54.6,26.3,13.8
20169,90.4,21.5,78.4,55.5,30.6,14.9
20171,90.0,17.4,75.5,53.1,20.2,20.1
20173,90.3,24.5,79.0,57.4,35.1,12.7
20175,92.1,21.3,77.7,56.7,21.4,14.3
20177,87.9,22.0,77.2,55.4,37.5,14.3
20179,87.6,20.4,75.7,53.5,21.9,21.9
20181,87.9,17.5,73.4,51.5,19.5,27.8
20183,89.3,17.4,76.3,52.9,26.4,18.8
20185,91.2,22.2,78.4,56.4,28.4,18.1
20187,91.1,21.0,77.0,55.6,17.6,21.2
20189,90.6,21.4,76.7,55.9,19.8,13.6
20191,89.7,24.1,78.4,56.9,35.3,9.1
20193,88.7,16.2,74.0,51.6,21.3,25.8
20195,90.0,18.7,76.4,53.9,23.8,20.3
20197,87.1,20.4,75.9,54.0,36.3,17.2
20199,88.9,17.8,75.0,52.8,19.8,21.4
20201,87.9,17.4,76.2,52.8,32.8,14.4
20203,88.9,17.1,74.2,52.3,19.1,23.3
20205,88.9,24.8,78.2,57.3,42.0,7.6
20207,87.5,23.2,76.9,55.9,41.1,8.6
20209,86.7,22.6,76.9,55.0,39.8,15.3
21001,85.6,27.3,75.0,56.3,51.2,9.9
21003,86.1,28.3,75.2,57.2,53.9,6.9
21005,85.0,27.5,74.8,55.9,50.8,
21007,87.9,28.6,77.5,58.1,50.7,6.8
21009,88.5,29.5,76.8,58.6,53.5,5.9
21011,84.6,25.2,73.4,54.4,50.5,9.4
21013,84.6,26.4,73.6,55.4,52.5,9.7
21015,84.5,25.6,74.2,54.5,46.5,18.0
21017,85.4,25.2,74.1,54.8,50.8,11.3
21019,84.8,26.7,74.4,55.4,47.1,12.1
21021,85.6,26.4,74.6,55.8,50.6,9.7
21023,85.4,25.4,74.3,55.0,45.3,16.7
21025,83.8,26.6,73.5,55.5,50.4,19.5
21027,85.9,25.5,74.6,55.5,52.0,7.6
21029,86.6,28.6,76.2,57.5,51.5,9.5
21031,87.6,27.1,76.2,57.0,54.0,6.9
21033,88.2,29.4,77.4,58.8,51.3,8.1
21035,88.2,29.1,77.6,58.6,57.3,6.1
21037,85.3,25.1,74.2,54.6,45.4,17.3
21039,88.4,28.4,77.7,58.2,51.6,5.6
21041,85.7,25.7,74.9,55.4,48.6,14.9
21043,83.8,23.2,72.0,53.2,48.2,12.9
21045,85.6,27.8,74.8,56.4,54.6,12.7
21047,86.9,29.4,77.3,58.2,52.3,5.8
21049,84.2,24.8,73.1,54.4,49.6,8.8
21051,85.1,25.3,73.5,55.5,50.5,7.8
21053,84.2,28.1,74.1,56.3,54.6,5.3
21055,87.1,26.9,76.2,56.9,50.6,5.2
21057,86.0,27.3,74.4,56.9,54.1,5.4
21059,86.6,27.3,76.4,57.1,48.7,6.6
21061,86.9,29.0,76.0,57.8,53.4,4.9
21063,84.2,24.5,73.0,53.9,49.1,10.2
21065,83.6,25.8,73.1,54.8,50.9,11.0
21067,85.0,27.5,74.7,55.9,50.3,12.8
21069,84.6,25.5,73.9,54.7,49.8,9.0
21071,84.6,25.2,73.5,54.9,46.8,2.6
