fips,homicide_per_100k,firearm_deaths_per_100k
21033,,18.923862991
21035,5.9107113172,18.049145244
21037,1.8445334944,7.9349080194
21043,,14.189799774
21045,,18.813731516
21047,10.955236902,24.411938841
21049,,15.943526928
21051,13.381412514,20.956201539
21059,4.2435035497,16.337617857
21065,,24.017405555
21067,8.2282343188,14.918730063
21071,6.3286382748,17.420330087
21073,6.7410807076,16.072695626
21079,,23.9098258
21081,,13.512976432
21083,7.7000077,20.525340694
21085,6.5035362979,22.708349103
21087,,23.490721165
21089,,17.573895396
21091,,24.950665729
21093,6.657476738,15.571219317
21095,5.3840728357,18.339930614
21097,,16.964427716
21099,,11.558142712
21101,3.7681578104,16.829201322
21103,,15.007128386
21107,,19.546781223
21109,12.869184737,34.572948922
21111,16.40430614,25.611364284
21113,4.2848228895,14.493130628
21115,6.9673610803,25.956357517
21117,3.25942725,12.441798701
21119,,31.170380008
21121,5.9626463142,12.936024889
21123,,22.108914038
21125,8.2198408169,20.297588843
21127,,12.76601177
21129,,36.389083275
21131,,39.78595158
21133,7.1357677113,24.016922693
21135,,16.636418633
21137,,12.259108518
21141,,7.3347122592
21143,,31.525086694
21145,4.5709111567,17.312230635
21147,,17.428282617
21151,3.5776338774,12.244582309
21155,7.3702286982,18.535490315
21157,,12.134062229
21163,,17.338474769
21167,,11.821728337
21169,,23.708386842
21173,,14.215348312
21177,,19.561432679
21179,4.6590072587,16.430869279
21183,,17.521902378
21185,,7.7526776556
21191,,13.72024422
21193,10.712602305,20.48744954
21195,4.1266543029,19.681708787
21199,4.196650631,16.3074916
21203,,24.094063223
21205,,15.434229873
21207,,25.648745999
21209,3.8361012935,15.809998946
21211,4.1781690666,17.692924887
21213,,18.169769778
21215,,19.76017389
21217,,11.65211447
21219,,25.982039915
21221,,17.880229967
21223,,35.2460172
21225,,23.762597671
21227,5.0377282036,14.89333215
21231,,26.662453341
21233,,26.231734226
21235,11.009102168,26.357695898
21239,,13.485671474
22001,12.985416913,20.912914051
22003,,20.803328533
22005,6.8783675341,13.623589721
22007,7.1167930437,12.840855935
22009,11.660447761,26.395999761
22011,7.3208698735,14.504977356
22013,14.957744372,30.327843994
22015,7.5322453174,15.823850773
22017,23.521262339,34.325381287
22019,7.621875913,17.001036768
22021,,24.371420448
22027,9.1277520172,24.634054636
22029,21.315849437,29.170616854
22031,9.4236397238,23.390445003
22033,24.565661444,32.653053871
22037,16.242035865,31.226580065
22039,7.7091426149,23.488740461
22041,12.094307138,16.028530785
22043,,17.905583856
22045,13.847385754,22.22773166
22047,11.053729971,19.980893271
22049,,17.962074363
22051,14.419861701,21.366596458
22053,13.13215476,14.558804912
22055,9.6951834329,19.66600567
22057,8.3104310489,17.168960971
22059,,16.086437792
22061,6.9296937377,15.229328302
22063,7.0988371091,16.239474349
22065,28.607094559,35.275333259
22067,22.518591912,36.751488036
22069,15.249572268,25.719219605
22071,38.28066191,41.836498635
22073,15.15737489,24.392289971
22075,,14.608450559
22077,14.451531534,20.403809948
22079,14.885447724,22.955603247
22081,,33.89420167
22083,11.307660233,19.89178867
22085,9.63652242,25.451337044
22087,9.5925339142,16.374228688
22089,7.8435190895,15.15168733
22091,26.088508698,36.714975845
22093,15.636366109,23.083803826
22095,20.575517126,22.889495123
22097,14.664603271,29.376347428
22099,13.65246186,18.440671843
22101,10.240072818,21.892749851
22103,5.4102367199,16.058839588
22105,11.582030266,20.504774046
22109,11.548425757,16.662591576
22111,9.0186428231,23.578489163
22113,6.0076080348,17.564066622
22115,7.8418160484,17.700135015
22117,12.384054292,24.748713718
22119,5.1780126787,28.849734845
22121,14.052079167,19.440560486
22125,12.951450562,19.38811121
22127,,21.528216316
23001,1.5836566632,10.493604424
23003,,16.096243614
23005,0.967857454,7.2756571333
23007,,18.696955735
23009,,12.700716683
23011,1.9901755569,12.710890789
23013,,12.477042242
23015,,14.38575695
23017,,15.528325391
23019,1.4096167816,13.559393434
23021,,23.663318307
23023,,14.444685189
23025,,20.559129242
23027,,13.562659487
23029,,17.82803586
23031,0.9687039433,10.943460706
24001,3.2293874256,10.262491733
24003,4.3875370152,8.3401887157
24005,9.8013030412,13.449892665
24009,,6.6950305596
24011,,14.390128372
24013,1.4371399225,7.432558381
24015,4.439905874,12.602980896
24017,7.6010878394,13.821040761
24019,8.44170558,15.583023231
24021,2.3267073877,6.8586426137
24023,,13.796528793
24025,4.319385458,9.9115066349
24027,2.9601811454,5.3285054216
24029,,10.346504433
24031,2.6112902671,4.4033565724
24033,12.239056685,12.66233406
24035,,7.924966418
24037,2.777791807,11.443742562
24039,,9.4305518445
24041,,6.4568200161
24043,4.8180797024,12.390659025
24045,5.6736096889,11.396627757
24047,,8.4186680137
24510,46.116086551,44.87819593
25001,1.3209769153,3.9615928183
25003,2.5972148823,5.865260695
25005,2.0492078041,4.581254002
25009,1.9571333433,3.128773768
25011,,3.6813950788
25013,5.2865476918,8.2715467364
25015,,3.4696750401
25017,0.9707532529,1.8377146479
25021,1.2349170571,2.0584260259
25023,1.9256294401,3.4849650565
25025,5.8979747761,6.17791646
25027,1.7189898528,3.4698807175
26001,,21.211770604
26005,1.3383541894,9.4637437218
26007,,10.536815634
26009,,8.5292938598
26015,2.8079239614,13.621062054
26017,2.0630864323,10.064645995
26019,,15.700875885
26021,6.1305642999,14.584719641
26023,,10.504297628
26025,6.6036620501,15.369165872
26027,3.0458764371,14.735078794
26029,,11.475171554
26031,,14.153725182
26033,,10.732435029
26035,5.1137340951,16.861656593
26037,,10.843552751
26039,,18.834574483
26041,,13.330074871
26043,,13.392575786
26045,2.2188171355,12.403937885
26047,,10.747359433
26049,13.831569399,20.945329241
26051,,19.696050548
26055,1.9980327063,8.7809474857
26057,,7.8371825329
26059,,16.197025876
26061,,9.9641842931
26063,,10.944299951
26065,6.3731840131,11.793347449
26067,,8.6167632975
26069,,15.88827366
26073,,9.2535293539
26075,6.2111968976,17.151295869
26077,5.7005299864,12.727108818
26079,,17.881490422
26081,4.0837556325,8.0583891341
26087,,11.81933689
26089,,10.041260452
26091,2.3215962135,8.9411994213
26093,1.0477794933,7.8107181799
26099,4.9833949673,11.882714177
26101,,17.799208744
26103,,11.457724014
26105,,12.340262162
26107,,7.9318051389
26109,,18.306077618
26111,,7.6798648344
26115,1.9901327324,10.047195378
26117,2.2320382304,15.523033076
26121,7.2282882346,14.462129308
26123,3.2197257964,15.462365416
26125,3.6001668381,8.5835586385
26127,,9.0111738556
26129,,21.992943134
26133,,11.146169147
26137,,12.9110349
26139,1.3335282589,5.3333369801
26141,,15.654596972
26143,,20.097641039
26145,10.908832792,18.053345537
26147,1.7911148167,11.666401141
26149,3.5175679066,12.80535855
26151,,10.250202564
26155,,12.04553801
26157,,13.702227754
26159,3.2202458752,11.122586796
26161,3.2740330592,7.7087859531
26163,18.280282244,22.400077699
26165,,11.308379509
27001,,18.903115233
27003,2.0168170271,9.0551053466
27005,4.1721077906,16.805067017
27007,6.7454039271,14.506976149
27009,,12.758356724
27013,2.119533194,6.7731922939
27015,,15.081998444
27017,,10.591803059
27019,,7.034889248
27021,6.2826516656,17.42393781
27025,,8.5084659236
27027,,7.7637340455
27035,,10.388594545
27037,2.1125258701,6.5580175253
27039,,10.532363079
27041,,9.4119615574
27045,,12.320990229
27047,,7.875410998
27049,,12.857161225
27053,4.8011398659,8.1576159106
27057,,11.179534
27059,,10.320475332
27061,,16.392498438
27067,,6.4906766067
27071,,17.974737324
27079,,7.6883291164
27083,,8.6317837974
27085,,5.5526250035
27093,,8.6050373889
27095,,13.708958805
27097,,7.1943308673
27099,,8.0021205619
27103,,5.8385978024
27109,1.7323564059,5.4276892938
27111,,13.573585802
27115,,10.209220968
27119,,8.9646472731
27123,4.9234675773,10.074224403
27129,,15.106569985
27131,,6.8901677306
27135,,15.785942618
27137,2.2906965507,12.944737011
27139,1.3572230441,4.958602371
27141,,6.3821595993
27145,1.9828787434,8.0086292981
27147,,5.9690477741
27153,,9.6985371373
27159,,18.811136193
27163,1.3732981403,6.5363401511
27169,,6.3417321649
27171,1.1482650237,6.9153702749
28001,27.051355599,40.15667687
28003,10.894178618,25.77800204
28005,,16.151957617
28007,12.428246297,20.933871003
28011,24.49924007,33.040503771
28013,12.015018773,22.679594035
28015,15.690525775,30.237058539
28017,15.005502017,24.595347966
28019,,26.871870038
28021,23.791397031,29.04443799
28023,9.1251699563,21.88099314
28025,7.346081233,16.627004333
