fips,homicide_per_100k,firearm_deaths_per_100k
51063,,15.259021897
51065,,12.532252119
51067,7.6507191676,16.441078392
51069,1.7839535004,10.913431985
51071,,23.916006983
51073,,12.200491202
51075,,15.886154798
51077,,14.157378568
51079,,12.959953743
51083,7.9139627294,17.062336363
51085,2.2714761388,13.128868162
51087,6.545430271,13.169842028
51089,7.2906735461,22.898292103
51093,3.8383737578,18.65502593
51095,3.3740152093,8.8097051858
51099,,14.114011499
51101,,11.546410798
51103,,22.338049144
51105,,19.837333862
51107,0.8832617656,4.6402725387
51109,4.668406945,18.695682366
51111,,26.354801515
51113,,22.359026339
51117,7.9134915721,22.244030095
51119,,22.480329712
51121,1.7411542111,7.7088020319
51125,,14.814016753
51131,,16.935087808
51133,,16.497566609
51137,,11.372805996
51139,,15.087254623
51141,,23.852523256
51143,4.9265244074,21.495917429
51145,,12.102793056
51147,,13.228329791
51149,3.6830106402,11.746080384
51153,2.9373023632,7.4956360153
51155,,15.885062746
51161,3.1744736043,13.105411901
51163,,21.167381066
51165,2.4626382595,11.458970789
51167,,17.348147142
51169,,30.551878015
51171,,14.612205758
51173,6.5625717781,26.525374837
51175,,16.928302994
51177,3.3751856352,8.0220416534
51179,3.5121691916,8.8643699258
51185,4.5131366994,17.734077508
51187,,13.424153533
51191,2.9049500349,18.157630466
51193,,13.25893597
51195,3.7625103469,16.057034587
51197,,18.166827373
51199,3.334778404,8.7214626474
51510,2.9018468442,5.4195418597
51540,4.2484364237,6.77897163
51550,7.0608379449,14.435475058
51570,8.0578229374,20.336455356
51590,25.005991019,30.889772543
51600,,10.797790606
51620,,27.359100632
51630,5.4777057376,16.620613716
51650,14.548276029,20.688574882
51660,2.6916886039,7.1455971839
51670,17.679669643,30.902075737
51680,5.4781642142,12.812331376
51683,,7.6995630498
51690,13.106159895,27.919962773
51700,14.465282531,20.646295655
51710,15.344627999,23.482466287
51730,46.209684294,50.461088193
51735,,16.301247045
51740,20.659022828,27.909748686
51760,22.158711773,27.334310848
51770,13.354777564,24.556029008
51775,5.6022408964,14.899740431
51790,,13.574696765
51800,5.7715916022,12.294100773
51810,4.6447728295,13.321525416
51820,,15.060774655
51840,,9.2887663089
53003,,21.249468763
53005,2.9183904152,10.774922641
53007,2.2223415702,11.856006227
53009,3.7462022874,19.698407021
53011,3.047767392,10.966119176
53015,3.2980964706,15.653867506
53017,,7.8872768945
53019,,26.383831988
53021,3.3536380876,8.1754664733
53025,4.5810483507,13.472247171
53027,4.2536736272,15.222326078
53029,1.6965399069,12.200672914
53031,,16.719405037
53033,3.4716141241,8.6776308354
53035,2.6067504196,11.293238155
53037,,11.854009407
53039,,15.157188966
53041,3.2260030181,17.776987689
53045,5.0544451648,17.177780992
53047,4.075519374,19.39717369
53049,,15.920045991
53051,,23.286275651
53053,4.7926094745,13.052223742
53055,,12.575165192
53057,3.0335647082,11.946967875
53061,2.4899910307,8.9212806669
53063,3.4092203612,13.064175662
53065,3.147336252,18.300733337
53067,2.456938394,10.692649114
53071,3.0452025177,13.715494917
53073,2.2360402411,10.121608931
53075,,10.555632242
53077,10.404277238,16.819710161
54001,,22.117097745
54003,4.7282241033,14.847983344
54005,7.7764529006,24.971329215
54007,,30.777347872
54009,,10.869663674
54011,9.5749773924,17.629328323
54015,,47.464223841
54017,,24.086518775
54019,6.6610269971,11.377966568
54025,4.9493312216,16.893663129
54027,,14.594153754
54029,,13.833267625
54031,,31.855895513
54033,5.2992710323,20.917438869
54035,,16.146129492
54037,3.2581371977,12.930236134
54039,9.3652928543,21.426753981
54041,,32.15672694
54043,,19.607458677
54045,6.9700071878,17.375331993
54047,16.335039437,31.256279163
54049,6.0924220424,17.470736516
54051,,16.369398392
54053,,20.528104496
54055,8.6407811266,21.695135883
54057,,13.372062789
54059,5.9797525578,18.756607441
54061,2.0294239412,8.6748587507
54063,,27.473366098
54065,,21.480819889
54067,8.0494003197,30.889035205
54069,,13.931658011
54071,,47.009049242
54077,6.3455534592,17.784311866
54079,,14.103775581
54081,6.8775922314,21.931724646
54083,,20.351448462
54085,,21.307877522
54087,,34.760946077
54089,,20.740929832
54091,,22.706087622
54097,,11.562889731
54099,4.666975405,15.731967866
54101,,29.21271727
54103,,16.032920931
54107,5.2410724249,14.783481605
54109,,23.174075934
55001,,10.793414055
55003,,16.627442955
55005,3.7683353065,16.266024232
55007,,19.569982257
55009,1.9530275182,8.8357034919
55015,,6.3225362854
55017,,12.337758476
55019,,8.0632156104
55021,,8.6717031919
55023,,13.625328247
55025,2.1596690755,7.1481661671
55027,,8.8611995338
55029,,12.764237443
55031,,11.032098811
55033,,8.3999805474
55035,,11.056822536
55039,,9.2972625373
55043,,8.1356562569
55045,,8.6800375412
55053,,12.572412259
55055,,8.4763521548
55057,,8.2341492627
55059,4.9898722508,12.059945021
55061,,13.699836581
55063,2.1692261527,8.0882290991
55067,,12.469087055
55069,,17.238035726
55071,2.6938010251,10.56625039
55073,1.6814423412,8.8223228294
55075,,13.285374771
55077,,16.732524166
55079,16.746451186,20.851490977
55081,3.4174651108,11.269852278
55083,,14.132278123
55085,,10.536297545
55087,2.0620273089,9.9827956076
55089,,6.0088530435
55093,,9.4118975797
55095,,14.541753008
55097,,6.5029065165
55101,3.5717305545,11.714802621
55103,,11.54534434
55105,3.5986219911,9.9233452209
55109,,7.4566963326
55111,,12.700654858
55113,,14.207909069
55115,,8.8116509607
55117,1.3578185041,9.6697270202
55121,,10.069276623
55123,,9.7312867356
55125,,13.429789063
55127,1.9252375262,9.9727666756
55129,,18.792282636
55131,1.5815811172,9.1116440933
55133,1.6680087631,7.7120098239
55135,,14.477046057
55137,,14.726456078
55139,2.4246944258,9.3393027043
55141,2.146961464,9.2944424701
56001,,17.674181659
56003,,23.816004355
56005,,16.393442623
56007,,26.869441384
56009,,26.182960711
56011,,26.772328122
56013,7.9192239161,28.390655419
56017,,52.896059244
56019,,30.522163787
56021,4.7583480169,25.087253468
56023,,19.204528226
56025,4.8033559447,27.075133495
56029,,27.791899678
56031,,37.384924529
56033,,22.810664963
56035,,22.918576548
56037,,27.202588936
56039,,11.122328502
56041,,20.614508688
