fips,dew_point_f,sunshine_pct
48023,64.4,60.7
48025,74.2,34.8
48027,67.6,49.3
48029,69.6,37.8
48031,68.9,39.3
48033,59.0,63.9
48035,67.9,52.5
48037,69.9,55.3
48039,73.6,41.8
48041,69.7,40.2
48043,57.3,76.7
48045,57.8,60.3
48047,73.1,45.8
48049,64.4,63.0
48051,69.5,41.3
48053,67.9,44.9
48055,70.6,40.4
48057,74.5,49.7
48059,63.4,70.4
48061,74.1,47.4
48063,70.0,48.9
48065,57.0,67.3
48067,70.0,52.1
48069,56.9,60.8
48071,73.4,38.6
48073,71.0,46.0
48075,60.7,70.7
48077,66.0,46.7
48079,56.1,62.3
48081,62.2,72.8
48083,63.2,70.9
48085,67.5,40.1
48087,60.6,70.5
48089,73.7,44.2
48091,69.4,35.7
48093,66.4,57.8
48095,63.2,49.6
48097,66.9,43.3
48099,67.7,50.0
48101,61.1,62.4
48103,58.3,76.8
48105,62.7,62.1
48107,58.7,51.6
48109,55.9,76.3
48111,53.0,20.6
48113,67.7,41.5
48115,58.6,67.7
48117,56.6,61.9
48119,68.2,47.4
48121,67.2,42.2
48123,72.8,47.2
48125,58.7,51.6
48127,68.2,36.2
48129,59.3,69.4
48131,73.8,37.5
48133,64.7,62.2
48135,58.5,76.8
48137,65.7,19.4
48139,67.9,45.7
48141,50.4,54.0
48143,67.9,47.6
48145,68.1,53.7
48147,67.7,46.0
48149,73.6,43.7
48151,63.2,70.9
48153,58.1,56.9
48155,64.4,60.7
48157,73.5,38.7
48159,69.9,49.7
48161,69.3,50.5
48163,69.1,36.0
48165,58.5,69.3
48167,73.7,39.7
48169,58.7,51.6
48171,66.9,19.6
48173,59.8,75.6
48175,74.2,39.3
48177,71.0,41.7
48179,57.0,67.3
48181,67.5,40.8
48183,70.4,47.5
48185,72.1,33.2
48187,69.4,36.2
48189,57.6,57.1
48191,59.6,64.0
48193,67.7,50.5
48195,57.0,67.3
48197,64.3,62.3
48199,72.9,41.6
48201,72.9,26.7
48203,70.4,44.9
48205,54.0,31.3
48207,64.2,62.2
48209,69.0,38.9
48211,60.3,70.3
48213,69.2,48.5
48215,72.9,55.7
48217,68.2,51.0
48219,57.6,54.7
48221,67.8,46.5
48223,68.7,48.0
48225,71.7,43.1
48227,60.0,69.4
48229,52.2,63.1
48231,67.5,40.3
48233,57.0,67.3
48235,62.1,59.4
48237,66.7,44.5
48239,74.2,50.7
48241,72.1,47.3
48243,57.3,76.7
48245,73.8,45.3
48247,73.0,46.6
48249,73.1,41.3
48251,67.8,46.1
48253,63.6,69.9
48255,70.9,41.6
48257,67.8,44.7
48259,69.3,35.9
48261,74.3,40.0
48263,60.9,59.9
48265,66.7,18.9
48267,63.9,4.3
48269,61.1,60.8
48271,66.2,26.1
48273,74.3,34.4
48275,64.5,59.1
48277,68.5,52.5
48279,57.1,58.5
48281,67.5,48.5
48283,70.3,40.1
48285,73.0,48.4
48287,69.2,42.3
48289,70.7,46.3
48291,72.7,35.9
48293,68.1,50.3
48295,60.0,71.3
48297,74.0,35.9
48299,66.6,25.8
48301,57.0,76.5
48303,58.7,51.6
48305,58.8,58.6
48307,63.3,42.1
48309,68.5,56.3
48311,70.6,40.9
48313,71.0,43.7
48315,70.2,48.1
48317,58.7,72.1
48319,64.3,26.0
48321,74.3,52.2
48323,67.0,32.6
48325,68.6,33.9
48327,63.4,25.4
48329,59.3,76.4
48331,67.8,51.4
48333,66.6,55.5
48335,61.9,73.1
48337,66.6,44.6
48339,72.6,31.6
48341,55.1,45.0
48343,69.9,50.4
48345,58.0,58.0
48347,71.1,46.5
48349,68.0,48.0
48351,72.7,47.4
48353,63.2,71.1
48355,74.5,31.5
48357,57.0,67.3
48359,54.9,47.4
48361,73.5,48.4
48363,66.3,49.9
48365,70.5,44.5
48367,67.6,45.2
48369,56.3,61.1
48371,58.2,76.8
48373,72.2,43.2
48375,57.0,67.3
48377,57.3,76.7
48379,67.5,40.4
48381,57.0,63.9
48383,60.9,74.9
48385,66.0,20.0
48387,69.0,60.6
48389,57.0,76.5
48391,74.5,36.7
48393,57.0,67.3
48395,69.2,44.7
48397,67.5,39.9
48399,63.2,57.6
48401,70.8,43.2
48403,71.0,43.8
48405,71.1,45.4
48407,72.4,38.0
48409,74.4,33.2
48411,66.4,32.9
48413,63.1,44.6
48415,60.6,65.8
48417,64.0,65.0
48419,70.9,42.8
48421,54.2,34.5
48423,70.8,43.3
48425,67.9,47.9
48427,73.0,53.2
48429,65.0,57.9
48431,61.8,73.4
48433,61.6,62.6
48435,64.0,31.7
48437,57.1,60.7
48439,67.5,43.4
48441,63.4,70.4
48443,66.1,32.5
48445,58.9,60.4
48447,64.4,60.4
48449,69.9,50.4
48451,62.7,69.6
48453,68.7,40.0
48455,71.6,44.8
48457,72.1,48.5
48459,70.0,47.2
48461,59.5,75.9
48463,68.2,35.6
48465,65.5,23.2
48467,67.5,40.4
48469,73.5,48.8
48471,72.0,36.2
48473,73.3,35.7
48475,57.3,76.6
48477,72.9,32.1
48479,72.6,44.0
48481,73.8,46.6
48483,60.4,70.4
48485,65.0,53.0
48487,64.6,59.1
48489,74.1,47.3
48491,67.9,45.5
48493,69.4,36.9
48495,57.3,76.7
48497,67.0,43.8
48499,69.3,43.7
48501,57.7,62.3
48503,65.3,54.8
48505,72.5,53.0
48507,68.2,35.9
49001,36.8,72.6
49003,42.0,42.4
49005,41.9,42.3
49007,36.2,0.0
49009,34.2,62.3
49011,41.9,39.1
49013,39.4,18.9
49015,36.2,0.0
49017,37.9,29.8
49019,39.0,45.5
49021,36.8,72.6
49023,43.5,26.9
49025,38.0,30.5
49027,34.2,71.2
49029,42.0,38.7
49031,36.8,72.6
49033,40.4,28.6
49035,42.5,29.1
49037,38.6,0.0
49039,38.6,8.7
49041,36.5,32.8
49043,40.8,28.1
49045,42.3,36.1
49047,37.9,32.6
49049,40.4,23.7
49051,40.2,23.0
49053,36.8,72.6
49055,37.4,0.0
49057,41.6,41.6
50001,57.2,29.5
50003,59.1,29.5
50005,56.8,34.8
50007,57.4,27.1
50009,56.7,28.3
50011,57.2,30.5
50013,57.3,30.1
50015,56.8,30.2
50017,56.6,35.5
50019,56.8,30.5
50021,57.4,29.2
50023,56.3,34.6
50025,58.4,25.9
50027,56.9,37.2
51001,67.3,39.8
51003,65.4,37.5
51005,62.9,47.5
51007,66.0,39.3
51009,63.4,52.7
51011,64.4,49.1
51013,64.6,24.5
51015,62.6,48.7
51017,62.6,47.8
51019,64.0,49.1
51021,62.4,39.0
51023,63.2,47.4
51025,66.9,31.8
51027,63.1,39.3
51029,64.6,43.7
51031,64.2,53.9
51033,66.2,22.5
51035,63.3,36.6
51036,67.0,35.2
51037,64.7,46.5
51041,66.8,30.6
51043,63.3,35.7
51045,62.9,45.6
51047,64.9,22.5
51049,65.4,36.4
51051,63.2,39.4
51053,67.0,35.9
51057,66.2,21.8
51059,64.3,25.2
51061,64.7,22.0
51063,64.1,41.3
51065,65.5,35.5
51067,64.0,43.1
51069,63.2,38.4
51071,62.5,46.6
51073,67.8,45.9
51075,65.7,31.1
51077,63.2,37.1
51079,64.7,34.8
51081,67.2,39.6
51083,64.8,44.3
51085,66.2,21.2
51087,66.5,25.1
51089,64.5,38.7
51091,62.1,46.9
51093,67.9,43.9
51095,67.3,43.2
51097,66.6,29.6
51099,65.8,23.3
51101,66.5,27.5
51103,67.3,40.9
51105,65.0,42.2
51107,63.6,28.2
51109,65.5,22.4
51111,65.7,35.9
51113,64.2,31.9
51115,67.9,44.8
51117,65.9,35.3
51119,67.4,42.4
51121,62.9,46.1
51125,64.4,46.0
51127,66.9,34.5
51131,68.1,41.6
51133,67.2,37.0
51135,65.9,41.5
51137,65.4,22.9
51139,64.0,33.4
51141,64.4,39.0
51143,64.2,44.8
51145,65.7,31.0
51147,64.6,43.1
51149,67.0,36.0
51153,64.9,22.3
51155,62.9,38.6
51157,64.1,32.4
51159,66.2,21.5
51161,63.0,44.7
51163,63.1,49.8
51165,62.0,39.3
51167,60.9,45.4
51169,64.7,44.3
51171,62.3,39.4
51173,61.9,43.5
51175,67.9,43.5
51177,65.5,23.2
51179,65.4,24.2
51181,67.8,45.4
51183,67.2,39.7
51185,62.5,38.3
51187,63.8,34.6
51191,62.0,51.2
51193,65.8,27.8
51195,62.8,46.2
51197,63.0,38.2
51199,67.8,46.9
51510,64.6,24.4
51520,62.2,52.1
51530,63.2,50.8
51540,65.4,36.7
51550,68.0,34.2
51570,66.8,32.3
51580,62.9,47.6
51590,65.6,36.1
51595,67.2,39.6
51600,64.2,24.8
51610,64.4,25.2
51620,67.9,43.2
51630,65.3,23.6
51640,63.3,36.6
51650,68.1,41.2
51660,62.2,51.1
51670,66.8,31.9
51678,63.1,50.0
51680,64.2,56.0
51683,64.7,21.9
51685,64.7,21.7
51690,64.4,40.0
51700,67.8,48.6
51710,68.0,39.4
51720,64.6,47.0
51730,66.9,33.9
51735,68.0,44.7
51740,68.0,39.5
51750,62.7,46.6
51760,66.3,24.7
51770,63.2,42.7
51775,63.2,43.3
51790,62.6,48.9
51800,68.0,40.9
51810,67.9,28.9
51820,62.8,49.6
51830,67.8,46.6
51840,63.2,38.1
53001,44.1,33.0
53003,44.6,44.6
53005,44.9,54.8
53007,47.7,17.4
53009,52.2,28.6
53011,52.4,26.8
53013,44.5,40.2
53015,52.1,27.2
53017,44.3,32.7
53019,44.2,28.8
53021,43.8,39.4
53023,44.5,42.8
53025,44.4,34.8
53027,52.0,26.6
53029,52.1,21.9
53031,51.9,19.0
53033,51.7,14.9
53035,51.6,14.6
53037,46.0,34.0
53039,47.2,47.4
53041,51.5,25.3
53043,44.1,28.6
53045,51.5,24.9
53047,44.0,23.3
53049,52.5,25.0
53051,44.3,29.0
53053,51.6,19.2
53055,52.5,31.3
53057,52.3,25.7
53059,50.8,33.6
53061,52.0,19.3
53063,44.4,28.1
53065,44.2,28.9
53067,51.4,27.7
53069,52.6,26.1
53071,44.3,41.9
53073,52.4,29.2
53075,44.0,35.5
53077,46.2,49.4
54001,61.2,29.4
54003,62.4,48.1
54005,63.3,36.0
54007,62.6,32.2
54009,60.7,17.3
54011,64.0,40.1
54013,63.0,30.2
54015,63.1,31.3
54017,61.9,25.7
54019,62.2,38.7
54021,62.7,31.7
54023,61.3,33.5
54025,62.5,38.8
54027,62.2,39.5
54029,60.2,15.9
54031,61.5,36.2
54033,61.6,24.6
54035,64.1,31.0
54037,63.0,41.7
54039,64.1,28.1
54041,61.5,28.4
54043,63.8,37.6
54045,63.3,38.2
54047,62.8,39.6
54049,61.1,19.9
54051,60.9,15.9
54053,64.2,33.2
54055,62.2,39.9
54057,61.5,33.5
54059,63.4,39.0
54061,61.4,13.5
54063,62.5,46.5
54065,62.2,42.3
54067,62.0,37.0
54069,60.8,17.0
54071,61.1,35.9
54073,62.8,27.4
54075,61.2,43.1
54077,61.1,19.8
54079,64.3,31.4
54081,61.6,41.9
54083,60.7,37.8
54085,63.0,30.6
54087,63.3,29.8
54089,62.0,40.8
54091,61.0,22.9
54093,61.0,33.0
54095,62.6,24.8
54097,61.2,31.8
54099,64.0,41.5
54101,61.7,38.2
54103,61.9,20.4
54105,63.4,29.5
54107,63.3,29.8
54109,62.5,39.9
55001,58.3,19.6
55003,54.1,41.9
55005,58.8,42.1
55007,54.0,40.6
55009,58.9,50.9
55011,59.4,50.0
55013,57.4,39.7
55015,59.3,37.3
55017,58.0,36.5
55019,57.9,21.2
55021,59.9,20.1
55023,60.6,44.4
55025,59.9,22.4
55027,59.5,25.9
55029,58.0,34.2
55031,54.0,40.9
55033,58.6,43.2
55035,58.6,38.5
55037,56.5,40.9
55039,59.4,30.0
55041,57.9,32.7
55043,60.7,45.4
55045,60.5,28.2
55047,59.5,29.4
55049,60.6,32.2
55051,54.1,41.9
55053,59.1,30.2
55055,59.9,17.9
55057,59.5,23.1
55059,60.0,21.2
55061,58.5,41.6
55063,60.3,44.8
55065,60.7,35.1
55067,57.8,32.8
55069,57.5,29.4
55071,59.1,36.5
55073,57.3,32.6
55075,58.2,47.0
55077,58.6,21.2
55078,58.1,35.7
55079,59.5,13.4
55081,59.4,33.6
55083,58.3,47.8
55085,57.4,23.9
55087,58.5,41.9
55089,59.4,25.2
55091,59.1,49.1
55093,58.9,41.0
55095,58.9,41.0
55097,57.8,27.3
55099,57.7,28.9
55101,59.8,17.4
55103,60.5,41.8
55105,60.1,17.4
55107,57.9,31.6
55109,59.0,41.2
55111,60.4,37.4
55113,56.9,31.6
55115,58.1,36.0
55117,59.2,29.6
55119,57.8,27.1
55121,59.3,37.4
55123,59.9,33.1
55125,55.4,36.2
55127,60.0,15.9
55129,57.1,45.7
55131,59.5,24.0
55133,59.8,14.8
55135,58.1,33.9
55137,58.0,30.3
55139,58.7,41.6
55141,58.2,16.2
56001,41.5,62.3
56003,47.1,52.5
56005,46.7,44.4
56007,40.8,44.2
56009,43.9,61.7
56011,48.2,32.8
56013,38.5,60.6
56015,47.6,66.0
56017,39.2,74.1
56019,46.0,58.1
56021,44.9,65.2
56023,35.2,18.1
56025,42.0,70.0
56027,50.0,38.8
56029,45.9,37.6
56031,45.7,64.7
56033,47.7,60.2
56035,36.1,21.8
56037,34.9,57.5
56039,35.5,0.0
56041,39.6,45.4
56043,43.5,67.6
56045,48.0,27.4
